Ticks,MQ2,MQ3,MQ4,MQ5,MQ6,MQ7,MQ8,MQ9,MQ135
1648641027405,63,108,76,31,69,42,90,65,543
1648641027414,61,106,86,37,72,49,103,65,542
1648641027423,54,104,84,37,66,47,95,65,541
1648641027431,59,102,81,32,65,48,99,66,542
1648641027439,53,104,81,33,68,48,98,64,544
1648641027446,59,107,83,31,68,44,97,65,544
1648641027454,63,106,82,31,70,47,95,64,539
1648641027462,57,107,82,33,70,42,98,63,539
1648641027470,62,108,84,32,70,50,93,62,544
1648641027478,61,102,83,34,71,48,96,64,542
1648641027486,62,107,83,29,71,48,98,67,539
1648641027494,56,104,79,34,70,49,94,67,542
1648641027503,60,107,83,34,71,47,98,65,540
1648641027511,63,108,83,36,70,47,95,65,540
1648641027519,60,103,83,32,67,47,94,67,540
1648641027526,55,107,85,32,70,50,97,73,543
1648641027535,62,107,81,31,70,48,98,64,541
1648641027543,59,108,83,32,71,49,98,68,544
1648641027551,63,109,85,35,71,46,97,65,538
1648641027560,61,106,81,35,70,46,96,60,545
1648641027568,58,106,82,30,66,48,100,64,536
1648641027576,60,106,82,35,70,46,95,62,541
1648641027584,64,109,84,34,70,47,95,62,539
1648641027591,60,106,83,35,73,49,97,64,548
1648641027601,63,103,80,35,70,49,97,67,548
1648641027609,60,110,83,35,72,50,96,63,542
1648641027617,61,104,73,31,67,48,95,65,544
1648641027625,63,107,84,34,70,51,96,68,543
1648641027633,64,109,80,29,66,47,94,66,540
1648641027643,61,106,83,33,66,49,93,66,542
1648641027651,64,112,82,32,69,46,96,65,541
1648641027660,67,104,82,32,64,48,95,64,543
1648641027669,62,104,80,37,67,46,96,66,541
1648641027678,61,105,83,35,67,49,96,62,541
1648641027686,59,105,87,36,68,47,94,64,545
1648641027694,59,109,84,33,70,47,94,63,545
1648641027701,56,108,84,35,71,46,94,63,541
1648641027712,60,105,82,28,66,45,95,65,539
1648641027720,61,109,82,34,71,48,96,61,542
1648641027727,56,105,80,28,68,46,96,66,541
1648641027735,67,106,79,30,71,43,97,62,542
1648641027745,64,104,85,34,71,47,99,63,541
1648641027753,59,103,82,33,67,44,94,64,542
1648641027761,59,107,89,38,71,48,95,63,543
1648641027768,58,104,83,30,70,42,92,62,540
1648641027778,64,105,82,32,70,46,96,65,542
1648641027786,63,108,82,37,68,48,96,67,543
1648641027793,55,107,82,34,67,47,98,65,543
1648641027801,61,104,81,34,68,47,95,65,540
1648641027809,58,105,84,35,71,46,95,66,542
1648641027819,58,105,82,35,73,48,99,60,545
1648641027826,60,108,83,33,70,51,100,66,541
1648641027834,62,106,86,29,76,45,97,65,537
1648641027843,56,106,79,35,68,46,94,67,545
1648641027851,61,107,82,34,69,47,100,66,541
1648641027858,65,103,82,35,75,48,98,67,540
1648641027868,59,107,80,33,70,48,98,66,542
1648641027876,59,106,84,34,67,48,95,64,540
1648641027883,56,107,82,33,69,50,99,66,546
1648641027893,56,103,83,32,68,48,97,67,542
1648641027901,61,106,81,32,69,47,97,67,544
1648641027908,63,106,85,34,75,47,93,63,540
1648641027916,59,104,85,33,65,46,99,66,542
1648641027924,58,108,84,32,68,46,95,66,540
1648641027932,61,106,83,35,71,43,95,64,542
1648641027941,59,106,87,35,69,49,85,68,541
1648641027949,59,106,83,32,67,45,95,66,544
1648641027957,63,102,82,30,69,45,95,65,545
1648641027965,58,103,81,36,70,48,96,65,540
1648641027974,62,108,82,31,68,47,96,66,541
1648641027982,59,104,80,34,68,51,96,64,539
1648641027990,62,108,82,33,70,47,94,63,543
1648641027998,62,104,82,32,67,47,86,64,541
1648641028006,57,107,83,33,76,45,96,65,546
1648641028016,57,103,85,31,76,50,97,65,544
1648641028023,62,109,84,33,72,47,92,68,543
1648641028032,63,101,83,31,67,46,97,62,540
1648641028041,61,109,85,35,69,47,97,63,543
1648641028050,61,106,82,33,65,46,96,69,547
1648641028058,60,107,81,35,72,46,91,67,540
1648641028067,64,105,85,32,72,44,97,72,544
1648641028074,62,108,83,35,69,44,98,62,541
1648641028084,61,104,81,31,70,44,96,63,543
1648641028092,56,109,82,35,70,47,98,71,544
1648641028101,60,106,84,34,69,47,94,65,542
1648641028108,60,105,81,32,71,47,95,63,543
1648641028117,63,108,86,32,69,45,94,64,540
1648641028127,59,105,83,31,66,46,92,60,539
1648641028135,58,107,80,30,71,51,98,69,541
1648641028144,59,99,85,32,68,46,94,61,539
1648641028152,60,106,84,31,68,48,97,66,546
1648641028160,59,106,86,32,69,46,93,60,539
1648641028167,61,106,73,36,71,45,95,64,540
1648641028175,57,106,81,34,72,49,96,63,540
1648641028184,56,104,82,28,70,49,94,61,541
1648641028192,58,108,85,30,68,48,96,62,544
1648641028200,60,105,87,33,69,48,97,68,543
1648641028208,57,110,88,37,72,49,96,66,545
1648641028216,59,106,84,34,69,46,95,66,540
1648641028224,60,104,86,32,74,50,97,67,543
1648641028232,60,105,86,32,74,44,93,68,542
1648641028241,61,106,85,33,71,48,97,64,537
1648641028249,59,105,85,33,71,51,99,66,542
1648641028256,58,106,83,34,65,47,101,65,542
1648641028264,59,103,84,34,72,48,98,66,544
1648641028272,63,104,85,32,71,44,97,64,544
1648641028280,59,104,82,33,69,44,97,63,542
1648641028287,59,108,80,32,70,46,97,66,541
1648641028295,59,101,84,36,69,45,93,64,539
1648641028304,62,108,83,34,68,50,97,69,542
1648641028312,56,101,82,32,70,42,95,62,539
1648641028323,65,105,84,34,71,52,92,66,541
1648641028331,61,107,83,32,67,46,96,59,544
1648641028339,57,107,86,31,71,47,98,65,543
1648641028347,60,107,83,33,68,45,95,65,541
1648641028354,58,106,85,33,69,46,94,64,547
1648641028362,57,104,79,35,70,49,95,63,542
1648641028372,70,107,88,23,80,45,93,70,538
1648641028381,52,121,76,35,75,43,99,69,538
1648641028388,63,105,76,44,64,52,96,63,543
1648641028396,61,118,79,30,73,41,87,73,545
1648641028404,53,120,74,38,75,43,106,56,547
1648641028412,61,110,88,28,80,38,106,59,551
1648641028422,76,95,97,26,77,46,99,71,538
1648641028432,53,117,71,45,64,46,102,64,553
1648641028445,64,103,80,29,69,43,93,65,542
1648641028476,67,109,84,34,71,47,97,63,545
1648641028484,64,100,81,31,68,42,94,65,543
1648641028491,62,108,83,33,69,45,97,68,543
1648641028499,62,108,82,35,71,48,97,68,543
1648641028507,59,103,84,27,70,45,98,64,545
1648641028515,56,104,81,31,68,46,98,63,543
1648641028525,67,102,85,32,70,45,93,61,542
1648641028534,62,108,85,35,74,43,99,67,544
1648641028542,63,105,83,33,73,48,92,62,544
1648641028550,63,108,83,32,67,46,95,63,546
1648641028557,64,106,75,33,70,44,92,66,543
1648641028565,63,108,87,32,69,47,95,68,539
1648641028573,57,106,86,33,67,47,97,60,542
1648641028581,61,109,84,37,70,45,98,63,543
1648641028589,61,106,84,31,75,48,95,69,544
1648641028597,56,104,84,34,67,48,95,65,543
1648641028625,59,103,86,29,68,44,95,61,544
1648641028632,63,102,82,33,68,44,93,65,544
1648641028641,63,103,82,34,69,46,95,62,543
1648641028649,61,101,79,29,65,45,99,68,545
1648641028659,62,106,82,38,68,52,94,66,541
1648641028667,59,107,85,36,68,45,95,67,545
1648641028675,55,102,82,29,72,47,92,61,545
1648641028682,65,102,85,33,66,48,95,62,545
1648641028693,63,106,85,34,72,49,97,66,541
1648641028703,64,106,83,21,72,50,99,65,546
1648641028710,56,106,83,27,68,43,94,61,543
1648641028718,63,107,83,29,67,46,92,64,543
1648641028726,65,107,85,33,72,49,98,64,538
1648641028738,60,103,84,32,67,50,92,62,540
1648641028747,60,106,82,35,70,43,95,63,540
1648641028754,56,106,83,27,67,46,94,68,539
1648641028762,63,104,81,33,67,45,95,64,542
1648641028770,59,103,80,37,70,48,95,61,542
1648641028779,62,105,79,34,69,48,93,67,543
1648641028787,62,103,82,29,63,45,95,64,543
1648641028795,60,106,82,34,72,48,96,70,538
1648641028804,59,105,83,32,67,52,95,63,542
1648641028812,62,102,84,34,69,47,95,67,544
1648641028819,66,104,84,33,67,47,94,65,542
1648641028827,67,110,80,29,68,41,90,63,545
1648641028838,57,105,80,38,69,51,97,64,542
1648641028846,61,106,87,33,68,48,97,61,542
1648641028853,62,107,85,32,71,50,93,66,546
1648641028861,57,104,79,33,69,45,92,68,544
1648641028869,66,99,72,34,70,48,97,65,541
1648641028877,62,104,82,35,71,48,95,66,543
1648641028885,58,104,82,30,73,47,95,64,543
1648641028892,60,102,79,33,67,51,92,71,543
1648641028901,61,106,80,34,71,46,91,64,543
1648641028909,66,106,87,31,68,49,95,65,544
1648641028917,58,107,86,31,72,47,92,66,541
1648641028925,60,105,86,35,69,43,92,61,539
1648641028933,58,103,83,34,71,47,94,62,541
1648641028941,63,110,83,35,70,47,97,65,537
1648641028949,60,103,81,34,72,47,99,66,542
1648641028958,62,106,83,36,68,46,95,68,544
1648641028967,60,105,84,32,71,46,93,61,542
1648641028975,60,103,83,34,71,46,94,66,547
1648641028983,59,107,82,34,67,45,93,68,543
1648641028992,64,111,85,36,73,48,95,67,542
1648641029001,63,108,82,35,72,49,95,64,542
1648641029009,58,108,84,35,70,45,97,64,539
1648641029016,65,103,86,28,71,47,91,63,541
1648641029026,61,103,80,36,71,50,96,67,541
1648641029033,62,106,84,31,67,50,94,65,545
1648641029041,57,109,82,35,71,49,95,65,545
1648641029051,60,108,80,33,73,45,94,65,544
1648641029059,59,107,81,32,68,47,96,62,540
1648641029067,60,104,84,32,69,45,95,62,548
1648641029076,57,102,85,35,72,47,91,64,543
1648641029085,65,107,82,34,69,48,91,64,542
1648641029092,60,106,87,34,69,52,96,63,540
1648641029101,64,106,83,32,71,44,97,65,546
1648641029108,61,104,81,33,69,44,98,63,537
1648641029116,60,105,83,32,71,47,97,66,542
1648641029125,63,107,83,34,69,43,98,65,541
1648641029132,64,105,87,32,69,46,95,67,540
1648641029142,62,110,82,29,69,44,95,64,544
1648641029151,62,105,81,30,70,47,94,62,544
1648641029159,58,103,82,31,72,47,96,67,541
1648641029168,58,102,83,33,69,49,97,60,538
1648641029177,59,108,83,31,74,51,97,63,543
1648641029184,58,105,83,31,71,49,96,63,541
1648641029192,60,101,79,32,68,46,93,69,544
1648641029201,57,108,84,36,68,46,94,65,545
1648641029209,59,106,81,36,68,46,95,66,542
1648641029217,58,105,83,38,74,44,98,69,539
1648641029227,61,99,82,31,70,47,97,67,542
1648641029234,61,104,85,33,70,42,98,63,543
1648641029242,60,105,84,38,72,51,93,64,542
1648641029250,57,106,81,31,67,42,96,66,540
1648641029257,64,106,82,32,71,47,97,66,542
1648641029266,71,109,85,32,68,44,96,64,543
1648641029274,62,106,81,34,72,47,98,67,543
1648641029282,59,105,85,30,68,44,95,64,542
1648641029290,62,107,81,34,68,44,94,63,543
1648641029298,57,103,82,34,68,47,97,64,537
1648641029307,57,106,86,36,67,48,93,63,544
1648641029315,64,106,81,30,71,47,98,66,541
1648641029323,61,105,82,29,67,47,93,67,542
1648641029332,61,108,83,34,72,47,94,62,541
1648641029341,65,104,81,34,67,48,94,61,540
1648641029351,61,105,80,30,70,49,95,64,538
1648641029359,61,108,86,35,71,52,99,63,541
1648641029369,60,105,83,32,72,49,96,64,548
1648641029377,59,109,82,30,67,43,94,65,540
1648641029385,57,103,83,34,72,46,96,65,547
1648641029394,56,102,81,33,64,44,97,62,545
1648641029402,61,106,79,32,70,45,98,62,539
1648641029410,54,100,83,33,71,51,97,61,537
1648641029419,64,104,83,36,69,48,94,68,541
1648641029427,64,103,87,31,68,46,97,63,539
1648641029435,60,103,86,36,71,43,89,70,544
1648641029442,62,108,82,32,68,46,92,70,542
1648641029452,60,106,83,33,65,44,94,66,544
1648641029460,60,104,82,36,69,49,95,65,544
1648641029468,59,104,85,37,68,46,93,61,545
1648641029475,58,102,85,33,71,46,94,68,539
1648641029484,57,105,82,32,71,48,97,64,542
1648641029492,61,100,80,35,71,46,94,64,539
1648641029500,61,102,83,32,72,47,97,64,542
1648641029508,62,104,85,35,68,48,96,65,543
1648641029517,60,106,87,31,70,45,95,64,541
1648641029525,60,103,83,32,71,47,95,64,547
1648641029532,61,104,81,34,68,49,96,65,542
1648641029540,58,105,84,35,75,53,98,58,545
1648641029549,51,109,79,33,72,45,99,65,541
1648641029558,59,106,84,35,72,45,94,67,545
1648641029565,61,104,82,34,70,44,97,66,542
1648641029573,63,104,85,34,72,48,93,63,545
1648641029582,65,105,80,37,69,49,97,66,540
1648641029590,59,106,84,35,70,46,96,65,545
1648641029598,61,104,84,30,69,46,95,67,544
1648641029606,59,106,81,34,69,46,98,65,544
1648641029616,62,104,83,32,71,43,95,67,545
1648641029624,61,102,81,32,72,49,94,65,543
1648641029631,64,104,80,34,71,44,94,65,543
1648641029639,59,106,86,36,70,48,91,62,540
1648641029647,62,107,79,36,74,47,98,68,546
1648641029655,59,105,84,31,67,45,97,66,540
1648641029666,67,104,82,35,69,46,95,65,541
1648641029674,62,107,82,36,68,49,92,64,546
1648641029682,56,103,82,35,69,49,92,66,545
1648641029690,59,106,80,34,70,48,96,69,542
1648641029698,55,106,81,36,72,45,97,64,541
1648641029706,61,104,81,32,68,45,93,60,542
1648641029714,60,102,83,36,72,46,98,67,539
1648641029722,63,104,81,32,67,47,92,57,554
1648641029731,61,126,74,45,61,54,100,59,551
1648641029739,54,115,72,45,67,41,95,66,553
1648641029747,52,114,81,35,71,49,95,64,544
1648641029756,60,106,81,35,73,49,99,66,545
1648641029764,62,103,85,35,71,46,94,68,543
1648641029772,57,105,83,35,69,52,98,65,545
1648641029780,63,105,84,32,68,45,96,62,540
1648641029790,63,106,81,35,69,47,97,62,546
1648641029799,59,104,86,34,75,46,98,64,541
1648641029807,61,105,86,36,75,43,95,67,540
1648641029815,59,108,85,34,70,44,91,66,546
1648641029823,63,105,83,33,70,47,96,68,542
1648641029831,61,107,86,33,72,48,97,65,540
1648641029839,59,106,83,39,69,48,98,62,539
1648641029849,61,107,82,35,73,47,99,68,541
1648641029860,63,105,84,34,65,47,96,63,546
1648641029871,62,105,84,35,71,45,96,64,543
1648641029880,61,104,82,35,65,46,96,67,543
1648641029887,64,109,81,34,70,44,95,67,542
1648641029896,66,106,85,36,68,52,100,62,538
1648641029903,60,106,85,32,73,46,93,63,540
1648641029911,60,102,77,35,68,44,100,67,543
1648641029919,64,102,81,34,66,44,98,64,542
1648641029928,62,109,82,33,66,43,97,67,543
1648641029956,66,109,86,36,71,48,99,65,545
1648641029966,64,107,82,34,68,48,101,63,541
1648641029974,57,101,80,35,69,47,96,66,546
1648641029982,62,106,81,33,72,47,98,63,543
1648641029990,61,105,79,34,68,49,95,69,540
1648641029997,58,105,83,34,75,48,98,64,542
1648641030007,63,104,85,33,79,59,86,80,535
1648641030015,55,109,74,49,63,60,89,72,547
1648641030022,67,96,87,46,61,55,96,65,549
1648641030031,76,97,92,21,86,38,108,60,555
1648641030039,78,100,99,32,67,57,87,73,536
1648641030047,74,93,95,23,83,51,88,73,536
1648641030055,67,115,83,38,69,51,97,64,544
1648641030066,54,110,79,43,63,56,88,77,536
1648641030077,65,103,79,37,68,48,95,64,541
1648641030086,62,106,82,30,68,45,96,64,541
1648641030130,59,104,80,32,67,46,95,65,544
1648641030138,60,107,85,31,68,46,98,66,545
1648641030145,58,104,83,34,67,45,95,66,537
1648641030154,62,109,84,35,72,49,103,65,540
1648641030162,63,103,84,35,69,49,99,66,541
1648641030171,63,101,82,34,67,51,98,66,537
1648641030179,63,104,83,33,66,47,102,68,546
1648641030187,61,102,85,33,70,47,93,61,543
1648641030195,62,105,86,32,69,45,98,65,544
1648641030204,61,109,83,30,67,46,96,64,541
1648641030212,60,107,83,35,70,49,96,67,540
1648641030221,61,103,81,38,65,47,97,65,543
1648641030229,59,107,86,30,66,46,96,65,541
1648641030238,61,107,81,29,70,47,94,65,544
1648641030246,60,107,80,29,70,50,96,61,544
1648641030255,62,106,80,31,70,49,97,70,543
1648641030263,57,106,82,36,66,45,93,63,543
1648641030275,61,107,82,36,69,46,93,64,547
1648641030282,56,105,85,37,71,48,96,65,543
1648641030291,61,99,83,28,72,47,96,65,544
1648641030301,61,107,81,35,71,44,95,65,542
1648641030309,58,102,83,31,69,46,96,67,548
1648641030317,59,103,80,32,70,47,90,62,545
1648641030325,57,106,89,35,70,48,102,67,542
1648641030334,60,106,82,30,71,47,98,61,540
1648641030342,60,107,82,32,69,46,97,64,544
1648641030350,59,101,86,32,63,45,96,65,538
1648641030358,62,107,82,29,70,45,95,66,535
1648641030366,61,107,87,37,73,48,96,62,542
1648641030374,57,108,83,32,66,49,96,66,542
1648641030382,63,102,83,32,70,48,95,64,541
1648641030389,60,108,85,32,68,42,97,65,539
1648641030397,59,103,82,32,71,48,98,66,546
1648641030406,59,104,82,31,71,48,96,65,541
1648641030414,62,103,83,36,70,46,94,65,543
1648641030422,58,104,83,30,64,49,96,65,543
1648641030430,55,107,82,33,66,50,98,70,543
1648641030437,64,103,85,31,73,50,97,62,544
1648641030447,62,106,84,33,70,46,95,66,545
1648641030454,59,107,80,34,70,47,94,64,543
1648641030462,63,108,84,32,74,45,90,65,542
1648641030470,63,105,81,35,67,46,98,62,539
1648641030479,62,105,84,32,71,45,93,63,544
1648641030487,62,103,83,35,71,46,98,58,540
1648641030495,60,103,86,34,59,45,93,67,538
1648641030502,64,105,85,34,72,46,93,62,541
1648641030512,61,106,84,33,71,48,96,62,540
1648641030520,59,104,85,33,71,48,93,65,542
1648641030527,61,105,81,33,71,49,96,59,542
1648641030535,61,108,86,32,68,44,97,67,545
1648641030543,59,106,82,31,68,50,98,67,542
1648641030550,58,102,80,34,68,47,92,60,542
1648641030559,57,108,84,38,68,46,97,62,544
1648641030567,60,102,86,35,69,43,93,65,543
1648641030575,58,107,84,34,71,47,96,65,539
1648641030582,58,101,80,30,71,43,97,67,546
1648641030590,67,105,82,31,67,45,91,62,540
1648641030599,59,101,80,28,65,46,95,68,548
1648641030607,62,102,82,32,64,45,93,64,543
1648641030615,56,102,82,32,70,47,99,62,542
1648641030623,60,107,81,31,69,46,94,63,541
1648641030630,57,103,84,30,67,48,95,68,540
1648641030640,64,105,85,36,68,47,97,65,543
1648641030647,60,107,85,32,68,51,94,61,542
1648641030655,58,101,70,34,69,50,95,64,545
1648641030663,62,105,82,30,65,49,95,63,547
1648641030673,68,107,83,38,72,46,97,66,546
1648641030683,62,102,84,35,73,46,96,64,543
1648641030691,60,109,82,29,72,44,92,63,540
1648641030699,63,106,85,31,69,45,96,63,543
1648641030709,60,101,85,31,70,47,97,65,540
1648641030717,63,103,84,35,75,48,93,63,540
1648641030725,56,103,80,34,66,48,95,66,542
1648641030732,52,102,88,33,72,47,94,62,549
1648641030741,59,105,81,30,67,43,95,60,543
1648641030749,61,105,82,34,66,44,94,64,545
1648641030757,60,104,82,33,68,48,99,65,547
1648641030765,64,103,79,32,69,43,92,62,541
1648641030774,65,105,84,34,70,48,99,68,542
1648641030784,60,102,85,35,73,49,93,61,541
1648641030792,58,108,83,33,69,48,93,65,541
1648641030801,56,104,78,32,67,41,96,64,544
1648641030809,64,104,84,32,69,46,92,64,540
1648641030817,60,106,81,32,67,45,95,66,543
1648641030825,58,108,84,33,66,46,94,65,545
1648641030832,61,105,82,34,69,46,95,66,542
1648641030840,66,104,79,33,68,49,99,66,543
1648641030848,58,98,81,31,68,49,97,63,543
1648641030856,52,117,75,45,61,58,95,59,556
1648641030863,63,97,97,29,80,42,107,65,539
1648641030871,76,94,99,26,75,37,101,67,545
1648641030879,58,101,83,35,69,43,96,63,546
1648641030889,61,108,84,34,68,45,97,60,540
1648641030896,57,109,78,31,68,51,100,65,542
1648641030904,60,108,80,35,67,44,95,65,543
1648641030912,57,105,81,34,72,48,95,64,542
1648641030920,62,105,83,33,70,49,93,64,543
1648641030928,60,103,80,34,65,43,93,66,543
1648641030937,60,100,82,29,69,47,95,63,546
1648641030945,58,105,83,35,74,51,95,66,547
1648641030952,54,105,80,33,74,47,98,70,543
1648641030960,63,107,87,34,70,48,92,69,546
1648641030970,60,103,82,32,70,45,97,63,544
1648641030978,64,105,86,34,72,49,101,59,543
1648641030988,61,105,86,33,70,49,98,64,539
1648641030998,65,108,84,31,71,49,98,60,543
1648641031006,60,105,80,36,71,47,96,66,543
1648641031013,55,110,83,33,67,47,92,64,540
1648641031023,58,101,82,31,66,45,96,65,545
1648641031031,62,106,87,34,67,48,100,66,545
1648641031039,62,107,83,34,72,48,97,63,544
1648641031047,62,106,86,37,68,47,96,65,541
1648641031055,64,108,85,36,71,44,98,65,544
1648641031064,55,107,82,36,68,47,94,67,545
1648641031072,60,101,84,33,69,44,94,62,544
1648641031080,59,105,82,31,73,49,94,65,538
1648641031088,59,102,83,33,75,46,98,69,541
1648641031096,62,102,82,32,72,44,95,64,542
1648641031103,67,106,81,37,68,49,98,65,539
1648641031113,57,101,84,32,69,46,94,62,545
1648641031121,55,102,80,32,71,47,96,69,540
1648641031129,65,102,83,35,71,48,98,63,544
1648641031136,59,106,85,34,69,44,99,64,540
1648641031144,57,102,80,32,75,46,98,66,546
1648641031152,61,102,90,31,73,48,99,65,543
1648641031161,69,106,84,31,68,49,95,66,545
1648641031169,64,107,83,30,71,47,95,61,540
1648641031177,63,107,82,34,72,44,92,62,538
1648641031185,58,105,85,33,70,50,98,66,544
1648641031194,61,108,86,36,70,48,97,65,542
1648641031202,65,102,79,35,74,51,102,66,542
1648641031210,57,105,81,32,68,54,96,62,537
1648641031218,54,107,83,36,72,45,93,64,540
1648641031226,58,100,85,34,68,44,93,68,543
1648641031233,58,105,80,33,68,47,93,65,545
1648641031241,60,107,86,34,70,50,88,69,535
1648641031249,63,109,83,35,71,49,99,67,545
1648641031260,58,105,87,32,72,43,93,63,543
1648641031267,61,104,82,36,73,49,98,65,548
1648641031275,61,106,85,35,72,45,95,65,548
1648641031283,59,103,82,33,73,47,97,67,545
1648641031291,59,105,87,38,69,43,90,62,539
1648641031300,61,104,85,28,71,48,96,64,544
1648641031308,60,104,84,34,68,46,96,66,541
1648641031315,63,103,83,30,65,43,97,64,542
1648641031323,61,96,86,36,73,45,95,63,542
1648641031331,60,103,83,41,67,52,90,62,538
1648641031339,61,102,83,38,71,50,93,67,544
1648641031347,64,107,85,34,75,48,95,70,542
1648641031354,63,103,83,33,69,47,98,63,535
1648641031362,58,101,83,37,74,47,96,66,543
1648641031370,64,103,81,32,69,43,97,69,545
1648641031380,59,100,83,28,68,46,97,65,544
1648641031388,56,102,88,34,73,48,94,60,538
1648641031395,60,100,85,38,67,46,96,65,544
1648641031403,62,109,82,34,65,50,97,67,547
1648641031411,59,103,81,33,71,48,98,63,541
1648641031421,61,104,82,36,63,48,93,63,549
1648641031429,60,104,82,34,72,47,93,62,541
1648641031437,60,107,77,33,69,48,94,62,538
1648641031445,56,102,81,33,69,48,99,63,548
1648641031455,61,104,82,33,71,46,98,63,543
1648641031463,61,104,86,28,67,46,95,66,542
1648641031470,61,102,82,32,67,47,99,62,540
1648641031478,58,100,84,34,68,45,97,63,541
1648641031486,60,105,85,29,65,49,87,62,540
1648641031493,62,105,77,30,73,45,96,63,540
1648641031502,58,102,83,31,67,51,93,70,542
1648641031510,65,107,87,32,71,42,86,62,541
1648641031518,61,102,83,36,67,45,94,63,542
1648641031526,61,104,85,34,74,52,97,64,541
1648641031535,63,104,83,33,69,48,98,69,543
1648641031544,63,106,81,30,67,45,92,62,549
1648641031552,52,106,87,33,70,44,96,64,542
1648641031559,60,104,78,32,67,45,93,67,542
1648641031569,63,103,79,34,74,47,96,65,547
1648641031576,63,102,85,36,73,53,98,65,545
1648641031584,58,106,83,32,71,48,96,63,545
1648641031594,62,102,83,31,68,46,93,67,543
1648641031604,55,102,81,30,67,46,94,61,544
1648641031611,60,99,82,35,69,49,97,67,543
1648641031619,58,98,83,36,65,51,94,64,541
1648641031629,61,101,83,30,70,46,98,63,548
1648641031636,59,102,82,34,71,46,94,69,543
1648641031644,60,109,82,32,68,48,90,64,540
1648641031652,60,105,82,33,65,48,90,64,543
1648641031661,57,103,80,35,68,50,92,65,543
1648641031669,59,101,83,34,74,46,94,64,545
1648641031676,57,102,80,34,71,43,94,62,539
1648641031685,65,108,85,36,68,49,94,62,544
1648641031693,62,102,85,35,71,45,97,68,543
1648641031701,59,103,85,32,68,45,91,62,538
1648641031713,57,104,83,30,69,48,95,64,544
1648641031721,60,105,82,28,64,46,95,67,540
1648641031729,61,106,82,27,67,42,95,67,542
1648641031737,60,107,85,34,68,44,93,63,541
1648641031747,61,104,82,36,64,45,92,60,541
1648641031755,56,102,86,35,65,47,91,66,549
1648641031762,59,103,82,29,69,46,93,63,543
1648641031771,66,105,84,33,69,44,98,64,548
1648641031781,63,99,87,36,67,42,100,66,543
1648641031789,58,107,82,33,69,44,93,64,545
1648641031797,59,106,86,32,71,48,90,63,539
1648641031808,65,102,85,36,68,46,100,66,540
1648641031816,56,102,85,37,71,56,97,65,541
1648641031824,62,106,85,33,66,43,94,68,543
1648641031832,59,103,82,30,69,50,96,64,545
1648641031839,56,105,83,32,59,50,93,69,546
1648641031848,70,101,85,34,67,46,94,61,540
1648641031856,68,100,79,33,65,45,94,61,537
1648641031864,58,104,83,35,66,46,96,66,544
1648641031872,62,102,84,34,72,43,94,67,540
1648641031882,59,103,85,33,72,49,100,64,542
1648641031889,62,104,78,33,68,49,99,67,543
1648641031897,61,105,82,30,69,48,96,67,543
1648641031905,61,99,79,33,74,52,95,68,542
1648641031914,59,104,85,33,70,45,99,64,546
1648641031922,64,99,88,35,70,49,94,63,541
1648641031930,54,102,83,36,68,48,94,62,539
1648641031937,54,100,85,36,70,48,96,63,547
1648641031945,60,101,86,32,69,49,94,66,536
1648641031953,65,103,86,31,69,46,97,62,539
1648641031961,59,108,82,31,70,47,101,61,539
1648641031969,58,103,81,31,66,43,95,67,537
1648641031976,61,106,85,29,73,47,95,67,544
1648641031985,67,105,82,36,71,45,92,61,544
1648641031993,61,106,85,32,69,46,94,66,539
1648641032001,59,106,83,34,67,41,94,62,544
1648641032010,61,102,81,29,67,46,93,62,540
1648641032020,63,103,79,33,72,46,93,64,546
1648641032028,56,104,83,31,66,47,93,59,542
1648641032035,59,103,85,32,68,46,96,65,541
1648641032043,60,105,86,32,72,48,95,62,540
1648641032051,55,105,82,31,67,45,96,63,542
1648641032059,60,106,88,35,65,49,99,66,540
1648641032069,61,105,83,33,71,47,93,70,545
1648641032077,57,108,88,31,68,47,93,58,542
1648641032085,57,103,83,34,69,48,99,69,544
1648641032093,59,101,83,35,65,44,100,71,543
1648641032102,59,102,78,33,68,46,97,65,540
1648641032110,59,106,85,31,67,48,97,64,539
1648641032117,55,102,81,36,68,44,95,64,540
1648641032125,58,102,84,33,71,43,95,65,544
1648641032134,50,102,82,35,65,44,93,63,541
1648641032142,59,106,82,37,69,49,97,63,547
1648641032149,59,101,83,35,67,47,89,67,546
1648641032157,58,104,85,34,65,42,97,62,540
1648641032165,57,111,84,31,71,45,96,65,541
1648641032174,62,106,87,34,71,44,97,66,541
1648641032182,62,105,84,31,71,48,94,65,542
1648641032189,62,104,85,33,69,49,96,64,538
1648641032200,63,105,78,33,69,47,101,67,539
1648641032208,60,106,81,35,69,47,93,63,540
1648641032218,60,102,84,31,69,45,93,60,540
1648641032226,61,100,80,28,66,48,100,66,540
1648641032233,57,103,83,31,69,49,95,67,542
1648641032241,60,103,79,31,66,51,94,66,540
1648641032251,59,103,79,31,70,49,101,69,544
1648641032259,54,104,85,35,72,48,95,64,549
1648641032267,59,104,84,32,70,47,95,63,543
1648641032275,61,104,86,31,66,45,97,62,539
1648641032285,62,104,83,32,72,45,100,61,545
1648641032292,59,106,74,35,70,47,94,66,549
1648641032301,63,107,85,36,70,40,98,65,542
1648641032309,60,101,81,34,70,46,97,63,542
1648641032318,59,101,80,35,69,50,98,63,541
