Ticks,MQ2,MQ3,MQ4,MQ5,MQ6,MQ7,MQ8,MQ9,MQ135
1648640885491,51,92,77,39,67,41,100,60,510
1648640885499,50,107,75,38,65,39,101,61,458
1648640885507,48,105,74,33,64,34,98,71,506
1648640885516,53,110,76,39,69,39,94,60,509
1648640885524,54,105,74,32,67,39,96,58,510
1648640885532,57,105,76,40,66,38,102,59,514
1648640885541,54,109,76,34,72,43,96,58,514
1648640885549,56,107,71,37,62,40,97,59,513
1648640885556,54,105,76,40,68,38,93,52,517
1648640885564,52,103,73,36,70,36,94,60,504
1648640885575,50,102,77,37,68,40,98,58,508
1648640885583,49,106,76,37,71,42,98,62,510
1648640885591,52,106,76,38,65,39,98,58,511
1648640885598,47,107,74,33,67,39,94,61,506
1648640885606,61,109,75,35,68,42,96,58,513
1648640885615,55,107,76,39,66,41,91,60,506
1648640885623,49,105,77,37,73,39,95,62,514
1648640885631,49,106,75,33,68,44,98,61,511
1648640885640,50,111,78,38,64,42,99,66,516
1648640885649,56,104,74,37,69,39,98,61,516
1648640885657,52,109,78,36,69,37,98,53,506
1648640885664,47,105,73,37,60,40,94,62,512
1648640885674,54,105,74,36,68,37,96,58,509
1648640885684,53,109,75,35,70,41,97,60,518
1648640885692,50,107,75,34,68,41,96,61,513
1648640885699,53,105,75,37,64,37,98,58,511
1648640885707,51,109,76,35,66,42,99,61,518
1648640885715,53,104,75,33,73,41,98,60,507
1648640885723,51,104,74,38,69,40,97,58,518
1648640885732,56,106,72,35,67,37,96,56,501
1648640885741,51,106,76,35,64,43,98,62,515
1648640885750,55,110,80,36,68,41,96,61,512
1648640885757,53,109,75,37,64,43,93,57,514
1648640885765,54,107,75,32,69,41,95,56,511
1648640885775,50,102,72,36,70,38,100,57,517
1648640885783,52,107,77,36,71,42,98,60,513
1648640885790,60,107,80,34,69,39,101,47,510
1648640885798,49,102,72,33,67,41,98,58,511
1648640885806,57,106,74,36,65,38,94,61,511
1648640885815,55,108,78,34,68,41,98,63,516
1648640885823,54,102,78,36,66,37,100,61,512
1648640885830,52,105,70,36,65,35,100,59,512
1648640885838,47,104,76,36,63,42,94,57,511
1648640885848,52,107,76,36,68,41,102,63,461
1648640885856,57,106,77,37,68,36,99,58,512
1648640885863,57,103,73,33,65,38,96,58,509
1648640885872,55,104,80,36,70,42,98,59,511
1648640885881,52,105,73,27,69,37,98,57,514
1648640885889,56,104,75,36,68,40,99,64,513
1648640885897,58,108,75,34,66,40,94,58,508
1648640885904,52,102,75,38,65,38,95,58,514
1648640885912,51,112,75,36,65,34,94,56,506
1648640885922,49,105,77,36,70,40,99,61,515
1648640885930,53,105,75,37,70,44,96,60,511
1648640885938,53,108,76,34,66,39,98,60,514
1648640885945,50,108,77,34,71,44,95,61,510
1648640885953,51,110,74,40,68,39,91,66,516
1648640885962,51,101,72,34,70,41,93,58,514
1648640885971,49,107,73,37,67,38,95,59,510
1648640885979,54,105,77,36,63,44,98,56,509
1648640885989,55,106,79,38,72,40,107,56,512
1648640885998,49,101,73,34,66,36,95,59,506
1648640886006,53,107,76,33,69,39,100,61,521
1648640886014,52,108,77,41,69,40,98,60,509
1648640886022,48,108,75,37,66,39,97,59,501
1648640886029,51,106,78,36,70,39,95,60,514
1648640886037,45,105,74,33,67,41,96,58,514
1648640886045,54,102,74,37,70,40,95,57,511
1648640886053,55,124,88,27,77,38,101,68,503
1648640886061,45,105,89,32,78,32,93,72,510
1648640886068,50,116,72,42,60,52,86,65,508
1648640886076,45,118,68,48,67,38,90,70,505
1648640886084,51,106,79,38,67,41,93,57,511
1648640886092,54,104,75,36,67,41,94,57,508
1648640886101,54,107,81,34,69,40,92,63,515
1648640886109,52,104,71,31,64,38,95,59,511
1648640886117,55,104,80,38,66,38,97,59,513
1648640886125,52,104,79,39,70,38,95,58,517
1648640886132,48,106,77,31,72,44,94,60,511
1648640886141,55,101,79,35,68,41,98,62,513
1648640886151,51,105,76,37,69,41,98,57,511
1648640886159,54,105,73,36,68,40,98,56,511
1648640886166,52,108,73,34,71,44,96,59,513
1648640886174,54,103,75,33,65,38,97,57,507
1648640886182,47,104,72,37,72,36,94,59,511
1648640886191,51,107,74,37,64,41,96,60,517
1648640886199,57,108,77,34,71,41,99,57,515
1648640886206,56,108,77,37,66,45,97,62,513
1648640886216,51,104,66,35,69,40,101,60,510
1648640886224,52,110,76,35,63,39,98,61,509
1648640886232,51,108,75,37,68,35,95,60,508
1648640886239,47,108,76,31,66,47,100,60,509
1648640886247,54,102,76,32,67,36,97,67,516
1648640886256,56,106,78,36,66,37,98,60,509
1648640886264,56,109,72,37,71,46,93,61,512
1648640886271,58,107,77,35,67,36,94,60,514
1648640886284,54,107,76,35,67,37,96,59,510
1648640886292,55,107,79,38,70,39,98,57,515
1648640886301,52,110,78,35,64,41,97,64,512
1648640886309,51,106,75,36,66,37,94,56,511
1648640886317,56,104,84,39,67,42,98,57,513
1648640886324,50,102,75,33,64,38,99,56,516
1648640886332,51,105,68,37,66,37,94,58,515
1648640886342,45,121,73,39,66,50,96,74,506
1648640886350,45,117,68,45,77,37,107,57,524
1648640886358,66,99,92,28,80,32,109,51,533
1648640886366,63,94,80,33,79,44,98,60,515
1648640886374,48,106,71,41,67,47,92,69,512
1648640886382,42,104,89,27,75,46,98,68,508
1648640886392,56,103,75,34,62,33,97,67,515
1648640886404,50,109,75,35,68,40,92,61,510
1648640886412,55,106,74,37,70,36,96,60,510
1648640886419,54,110,78,35,68,40,96,58,508
1648640886427,52,104,78,40,67,36,102,58,512
1648640886435,50,107,74,38,66,40,99,59,513
1648640886443,53,107,78,38,67,43,97,59,519
1648640886453,48,108,77,37,68,41,95,58,512
1648640886461,55,109,77,36,70,38,94,60,511
1648640886468,55,107,72,31,70,41,99,65,510
1648640886476,49,109,74,34,73,36,96,60,507
1648640886485,54,108,74,39,68,43,98,57,511
1648640886493,43,105,73,32,65,41,99,56,513
1648640886501,51,110,78,35,66,39,96,57,507
1648640886512,52,106,76,35,68,43,98,62,509
1648640886520,50,108,79,38,70,41,97,57,514
1648640886528,48,108,77,39,68,43,98,58,516
1648640886537,52,104,77,35,69,42,94,62,515
1648640886545,49,108,74,31,68,41,101,58,514
1648640886553,53,108,75,38,69,43,99,63,516
1648640886560,50,107,78,35,74,39,98,56,510
1648640886568,49,100,76,33,71,41,92,61,514
1648640886576,54,109,75,42,69,42,98,62,515
1648640886583,54,107,75,39,83,29,111,55,526
1648640886591,47,114,70,41,69,30,102,57,509
1648640886599,54,103,83,33,82,30,100,63,509
1648640886607,44,115,67,31,66,54,89,67,507
1648640886615,54,111,69,51,65,37,109,63,506
1648640886623,63,102,69,46,76,32,106,55,526
1648640886632,51,113,71,58,70,36,96,56,507
1648640886640,56,109,74,36,64,42,95,59,518
1648640886648,54,105,79,37,70,42,103,57,514
1648640886656,55,103,75,37,66,42,98,61,513
1648640886663,47,104,78,35,68,36,97,57,515
1648640886671,46,108,76,36,64,40,98,56,510
1648640886679,53,106,73,32,68,40,97,56,510
1648640886686,51,106,80,37,67,43,101,58,516
1648640886695,55,105,77,35,69,45,97,59,514
1648640886706,57,112,70,43,66,42,101,60,510
1648640886714,55,91,87,33,78,38,104,56,518
1648640886722,45,110,79,24,74,37,107,56,529
1648640886730,63,93,91,33,75,36,99,56,520
1648640886738,66,96,87,24,70,50,86,74,517
1648640886813,55,107,79,33,68,35,96,60,515
1648640886820,54,108,74,37,62,37,99,59,511
1648640886828,48,108,78,35,64,39,101,64,516
1648640886836,54,105,75,38,69,39,97,55,510
1648640886844,58,105,73,34,70,39,97,56,504
1648640886851,55,105,71,37,65,41,96,59,512
1648640886861,55,107,79,41,71,40,86,58,509
1648640886870,56,110,76,40,70,41,98,59,512
1648640886877,51,107,75,34,62,40,97,62,515
1648640886887,50,103,77,36,70,41,97,59,508
1648640886894,52,108,81,35,69,42,100,63,513
1648640886902,54,105,75,35,72,42,100,63,515
1648640886912,54,108,78,42,66,42,94,59,512
1648640886921,47,107,73,35,68,39,96,60,512
1648640886929,50,105,78,35,62,38,97,58,514
1648640886936,54,104,70,34,65,40,102,62,510
1648640886946,55,107,76,33,68,36,97,64,513
1648640886954,49,107,78,36,70,42,97,59,514
1648640886961,49,104,76,35,66,35,90,57,510
1648640886969,51,104,73,36,62,43,100,59,516
1648640886979,59,109,78,36,68,38,97,61,512
1648640886987,52,103,73,37,69,37,97,59,511
1648640886995,60,106,76,37,69,40,98,61,511
1648640887003,52,102,74,38,70,42,96,55,518
1648640887012,47,107,75,36,67,42,99,60,514
1648640887021,54,107,79,35,67,41,96,60,512
1648640887029,55,106,73,35,68,40,97,60,515
1648640887036,55,105,77,37,64,41,102,60,516
1648640887044,53,107,79,40,67,48,98,61,508
1648640887053,53,105,79,37,70,41,102,60,517
1648640887061,56,107,75,34,64,40,96,57,516
1648640887068,57,105,82,40,68,41,101,54,515
1648640887078,52,107,81,37,71,41,99,60,519
1648640887086,52,107,78,34,67,38,96,62,515
1648640887094,51,103,77,31,66,38,96,59,516
1648640887103,52,109,72,33,70,39,95,55,517
1648640887111,52,103,73,34,66,40,92,59,514
1648640887118,49,105,77,34,68,40,96,64,518
1648640887128,54,110,75,37,67,43,97,60,512
1648640887137,47,101,69,33,66,38,97,56,517
1648640887144,55,106,74,37,70,39,91,60,507
1648640887152,57,107,77,38,67,40,95,60,512
1648640887160,53,107,75,34,67,40,97,62,511
1648640887169,53,107,79,37,67,40,95,61,512
1648640887177,51,107,79,40,65,36,94,55,510
1648640887185,52,109,79,39,69,37,98,58,514
1648640887193,57,112,73,36,68,39,96,58,511
1648640887202,49,105,73,38,70,38,94,61,511
1648640887211,61,106,78,38,68,39,96,62,517
1648640887218,54,107,76,39,68,40,97,56,510
1648640887226,48,104,76,36,68,39,96,58,510
1648640887234,56,107,77,38,65,43,100,61,515
1648640887244,55,102,75,37,67,38,94,58,517
1648640887252,53,108,78,36,63,37,94,60,514
1648640887259,53,111,77,37,68,41,99,63,518
1648640887267,54,109,76,37,63,39,97,55,518
1648640887276,54,107,74,32,66,40,96,55,512
1648640887284,52,108,71,34,65,38,97,51,517
1648640887293,55,104,75,37,69,40,98,61,512
1648640887303,54,104,80,35,71,42,98,58,513
1648640887310,50,107,76,33,70,37,97,64,518
1648640887318,58,104,74,36,64,37,93,54,514
1648640887326,55,106,81,35,67,43,102,63,515
1648640887335,55,108,74,34,64,35,95,60,512
1648640887343,52,103,75,36,73,41,99,61,514
1648640887352,50,103,74,33,68,43,99,56,515
1648640887361,51,103,72,37,69,39,92,55,516
1648640887368,50,102,74,34,64,42,98,57,513
1648640887378,50,112,77,40,69,41,101,59,517
1648640887386,47,104,77,35,72,37,95,59,515
1648640887394,53,109,80,38,69,43,97,63,513
1648640887402,50,99,71,35,68,43,101,61,512
1648640887409,55,104,76,37,71,41,92,65,521
1648640887418,52,106,73,32,67,41,96,59,515
1648640887426,50,106,76,38,69,42,102,58,511
1648640887434,50,107,77,35,71,37,98,57,511
1648640887442,50,110,74,34,69,36,98,57,510
1648640887450,55,101,75,33,70,37,97,60,517
1648640887458,49,101,75,34,69,38,95,62,510
1648640887465,54,103,76,34,67,42,98,61,516
1648640887473,50,109,78,39,71,41,96,59,515
1648640887481,52,106,73,39,64,45,97,59,519
1648640887491,55,107,72,35,66,40,95,59,514
1648640887499,48,106,78,35,70,41,97,54,516
1648640887507,50,103,72,36,70,42,98,58,458
1648640887515,52,110,79,36,65,37,98,58,518
1648640887523,51,110,73,37,70,41,98,56,514
1648640887533,55,104,74,32,67,36,98,62,508
1648640887541,56,109,77,35,72,41,96,57,505
1648640887548,54,105,78,36,68,42,100,55,513
1648640887556,49,106,76,36,69,36,98,63,507
1648640887564,57,107,76,37,64,40,96,61,512
1648640887571,53,101,75,32,68,33,90,55,513
1648640887581,46,105,75,35,65,45,96,61,515
1648640887589,54,109,80,38,71,39,96,63,513
1648640887596,46,107,75,32,65,39,97,59,517
1648640887606,50,104,73,36,65,40,96,60,507
1648640887614,51,112,80,38,73,43,97,61,516
1648640887621,53,108,77,36,69,38,96,63,515
1648640887632,51,103,73,39,66,42,97,61,514
1648640887641,58,106,76,40,68,42,96,60,515
1648640887649,50,103,71,32,67,37,97,57,510
1648640887657,53,102,75,36,73,37,97,60,516
1648640887664,48,106,75,36,70,41,102,59,515
1648640887674,56,106,75,36,66,34,97,58,511
1648640887682,44,102,72,37,68,41,100,64,517
1648640887690,50,100,72,36,67,40,99,59,516
1648640887699,54,112,77,36,65,41,97,60,510
1648640887707,55,106,75,38,69,39,100,61,517
1648640887715,49,106,78,39,63,36,95,57,512
1648640887724,54,112,80,35,68,40,99,58,515
1648640887732,50,107,74,38,73,40,97,56,509
1648640887740,57,109,79,36,69,41,100,60,514
1648640887750,50,106,78,35,68,36,98,58,512
1648640887758,52,107,77,39,67,41,93,62,510
1648640887766,50,104,76,35,69,40,97,58,515
1648640887774,49,105,75,34,65,40,86,59,515
1648640887782,55,104,75,35,68,38,99,58,511
1648640887791,49,106,75,33,67,42,98,62,514
1648640887799,54,104,74,34,68,40,100,63,512
1648640887806,56,109,78,37,67,40,95,54,512
1648640887814,53,106,74,36,66,42,101,57,513
1648640887822,51,106,77,33,64,40,101,62,511
1648640887830,50,107,76,36,70,43,96,62,517
1648640887839,52,103,78,35,66,39,101,57,515
1648640887847,56,109,75,36,71,39,99,56,510
1648640887854,53,106,75,37,70,41,103,61,511
1648640887862,53,104,76,33,67,43,100,59,512
1648640887870,55,112,80,36,70,37,96,58,519
1648640887877,50,103,77,31,63,39,97,59,513
1648640887885,54,105,78,35,69,44,98,62,515
1648640887893,48,102,75,38,71,44,100,59,514
1648640887900,56,105,78,35,67,42,95,59,516
1648640887908,53,107,75,34,64,43,98,60,515
1648640887916,50,106,71,34,69,40,98,57,513
1648640887923,47,104,75,33,68,39,99,60,513
1648640887931,58,108,77,33,68,39,105,63,513
1648640887942,58,107,71,35,71,32,95,55,518
1648640887950,52,107,77,36,67,36,97,58,513
1648640887957,46,105,78,32,68,41,98,58,515
1648640887965,51,107,79,32,66,36,94,59,509
1648640887973,53,105,78,31,70,38,101,56,518
1648640887981,51,108,77,35,68,46,97,53,508
1648640887989,54,105,75,35,61,38,102,57,514
1648640887997,52,122,74,48,65,45,93,64,519
1648640888004,48,115,68,36,76,32,113,53,528
1648640888012,46,119,75,29,62,49,90,73,522
1648640888021,66,101,84,28,71,36,96,70,504
1648640888030,55,104,77,33,70,42,95,55,516
1648640888039,46,104,76,34,66,40,100,63,508
1648640888048,53,105,77,36,69,39,95,65,512
1648640888056,62,108,78,38,67,40,101,60,516
1648640888064,47,105,72,34,65,35,99,57,511
1648640888071,55,106,78,37,61,42,97,57,517
1648640888079,53,109,73,36,67,40,95,61,509
1648640888087,52,108,78,39,65,40,97,61,510
1648640888095,55,109,76,36,70,39,100,63,513
1648640888102,54,118,77,25,80,33,107,58,515
1648640888111,57,107,86,23,72,47,84,71,514
1648640888120,50,99,86,33,77,32,111,56,524
1648640888128,44,122,69,33,71,40,95,58,515
1648640888137,53,108,76,34,70,39,99,57,516
1648640888145,52,100,75,30,65,40,94,60,510
1648640888153,48,105,74,38,69,46,102,60,519
1648640888161,55,105,79,37,70,43,99,58,514
1648640888169,55,105,74,36,67,36,95,58,512
1648640888177,48,105,79,32,65,37,95,61,514
1648640888187,58,106,80,38,72,40,99,59,515
1648640888195,49,106,76,38,65,42,102,57,511
1648640888202,51,106,79,36,68,40,104,64,513
1648640888210,53,107,76,35,67,38,97,56,514
1648640888218,54,103,78,37,70,40,95,59,511
1648640888226,52,99,76,38,68,44,99,57,514
1648640888235,55,107,78,32,70,43,90,74,514
1648640888245,48,122,66,51,59,51,94,74,510
1648640888254,44,115,89,25,82,27,101,72,502
1648640888261,43,115,65,47,68,29,105,59,522
1648640888269,50,102,82,34,71,49,102,66,524
1648640888277,55,100,88,41,65,50,93,71,513
1648640888286,63,95,78,30,76,31,101,57,517
1648640888294,48,114,80,38,82,36,98,53,527
1648640888303,54,104,78,34,72,40,100,63,509
1648640888344,59,105,77,33,63,44,99,60,514
1648640888352,49,106,74,36,65,40,96,55,516
1648640888360,57,107,79,35,68,43,99,58,514
1648640888368,52,106,76,33,68,42,94,55,517
1648640888376,51,104,76,36,66,46,99,58,511
1648640888384,47,109,78,36,65,39,95,52,505
1648640888392,51,107,79,33,71,35,112,53,533
1648640888400,66,103,85,35,76,34,105,66,512
1648640888408,42,116,67,49,62,48,92,68,510
1648640888416,64,108,81,28,63,37,90,69,506
1648640888424,50,113,70,44,68,43,94,58,526
1648640888431,61,102,74,38,66,37,100,59,526
1648640888440,52,107,75,34,63,41,93,54,512
1648640888447,41,118,77,25,80,32,109,58,526
1648640888456,55,108,76,36,63,37,104,58,512
1648640888464,52,106,80,32,69,41,96,61,516
1648640888557,57,105,79,38,65,40,103,64,519
1648640888565,51,104,73,33,64,38,94,60,518
1648640888573,50,105,74,35,66,38,96,58,512
1648640888581,58,109,77,38,67,41,98,62,513
1648640888591,54,109,76,40,70,46,97,58,516
1648640888598,53,105,76,35,65,37,93,61,516
1648640888606,53,103,76,34,66,37,100,60,511
1648640888614,56,106,79,37,69,47,101,60,519
1648640888624,59,109,78,40,73,47,100,58,517
1648640888632,50,106,74,37,63,38,96,57,513
1648640888640,53,112,79,41,69,39,98,61,515
1648640888648,56,109,78,39,71,39,99,64,512
1648640888659,56,105,77,38,64,43,99,57,512
1648640888666,52,107,74,35,61,45,95,59,512
1648640888674,55,107,75,40,69,40,96,57,514
1648640888682,52,107,78,31,67,42,100,60,518
1648640888692,51,112,80,34,65,42,97,59,516
1648640888700,53,107,78,37,68,41,99,58,514
1648640888708,54,110,78,39,70,42,99,58,515
1648640888716,54,105,73,35,69,42,96,58,517
1648640888723,55,111,79,35,71,43,98,66,517
1648640888733,52,107,75,35,67,39,97,58,516
1648640888742,55,112,77,40,67,43,98,61,509
1648640888751,55,102,76,32,66,45,102,59,516
1648640888759,56,104,80,34,69,38,97,62,518
1648640888768,55,101,73,37,66,42,96,56,518
1648640888776,52,108,80,39,67,42,95,57,512
1648640888784,52,103,75,34,65,40,95,63,515
1648640888792,50,106,74,34,66,37,99,60,513
1648640888801,48,108,77,34,67,43,97,58,515
1648640888809,53,103,70,33,67,42,95,62,515
1648640888817,50,101,74,37,63,38,93,63,513
1648640888827,53,102,74,33,68,37,97,59,514
1648640888835,53,110,75,35,69,38,99,59,518
1648640888843,56,110,75,31,68,42,94,60,512
1648640888853,49,104,77,38,71,37,99,58,510
1648640888861,49,106,76,38,72,41,95,59,514
1648640888868,64,108,77,42,72,40,96,58,513
1648640888876,46,105,76,36,65,39,95,62,513
1648640888886,60,107,80,40,70,43,99,57,515
1648640888894,51,101,75,38,69,38,97,63,514
1648640888902,51,107,77,35,68,44,92,61,514
1648640888912,54,107,79,33,65,40,94,61,516
1648640888922,50,109,79,35,69,36,96,59,513
1648640888930,57,104,76,32,64,40,95,60,513
1648640888940,57,107,79,39,67,41,96,52,521
1648640888947,53,110,76,35,67,40,97,65,515
1648640888955,53,110,78,35,71,40,97,60,519
1648640888965,56,111,73,32,68,43,98,63,515
1648640888973,56,108,76,37,59,38,102,60,514
1648640888980,57,108,75,29,66,40,101,58,520
1648640888988,51,109,77,34,70,41,98,58,517
1648640888996,54,105,73,38,65,42,98,56,507
1648640889005,51,107,76,38,72,38,94,58,513
1648640889013,49,105,78,35,66,42,98,58,513
1648640889021,49,105,77,40,69,41,101,58,508
1648640889028,54,110,82,36,68,41,96,59,514
1648640889036,52,101,75,36,70,39,96,63,512
1648640889046,55,108,77,37,69,45,97,61,515
1648640889056,51,105,76,34,70,44,100,61,514
1648640889064,51,107,73,37,69,42,96,62,514
1648640889072,48,106,71,38,65,43,97,60,514
1648640889081,57,107,77,37,67,38,99,62,520
1648640889089,53,110,77,33,67,42,99,68,518
1648640889096,50,109,77,38,66,39,95,57,516
1648640889106,47,104,77,34,69,40,101,61,516
1648640889114,47,105,76,37,66,41,99,61,515
1648640889123,51,102,72,38,68,39,94,57,516
1648640889130,54,109,79,38,69,41,90,61,516
1648640889140,51,107,76,36,62,36,94,58,516
1648640889147,48,103,77,38,66,41,97,65,467
1648640889155,58,108,75,39,71,44,98,57,515
1648640889167,50,103,73,36,69,40,96,59,518
1648640889176,58,105,78,37,70,40,95,54,511
1648640889184,50,108,74,34,67,38,96,59,518
1648640889192,54,109,74,37,69,38,103,61,518
1648640889199,51,103,71,37,68,37,92,60,517
1648640889209,56,105,78,35,73,40,97,63,513
1648640889217,55,109,77,37,66,41,94,58,515
1648640889224,47,103,76,31,69,39,95,59,515
1648640889234,55,108,76,37,67,41,97,59,506
1648640889242,52,105,76,35,70,35,98,60,515
1648640889250,56,107,80,35,69,40,95,58,513
1648640889258,55,110,79,36,69,41,100,61,516
1648640889267,61,112,76,31,69,39,102,63,516
1648640889275,50,101,73,33,63,36,97,59,514
1648640889283,54,109,76,35,68,39,96,60,514
1648640889292,57,102,78,36,67,44,95,60,515
1648640889301,48,105,79,35,69,41,99,63,514
1648640889309,53,109,72,37,66,39,95,60,517
1648640889316,52,109,71,32,67,39,96,60,515
1648640889324,54,103,76,37,67,44,97,60,515
1648640889332,48,105,78,35,67,44,99,59,511
1648640889340,51,106,76,35,66,39,90,61,513
1648640889349,51,109,76,36,67,39,95,64,515
1648640889357,59,108,75,35,69,42,95,61,515
1648640889367,55,106,76,34,65,42,97,58,517
1648640889376,54,108,77,34,67,42,95,63,519
1648640889384,54,110,78,37,67,41,101,64,517
1648640889392,48,104,71,37,64,42,94,58,511
1648640889402,55,103,76,34,67,41,94,59,518
1648640889410,51,119,84,36,71,40,98,49,526
1648640889419,44,109,68,42,76,32,108,52,520
1648640889427,62,100,92,28,77,39,93,73,509
1648640889435,66,97,87,24,79,29,101,66,522
1648640889443,56,118,72,51,59,42,102,58,522
1648640889451,63,105,89,31,64,30,109,55,514
1648640889459,61,97,91,29,81,46,99,60,518
1648640889474,49,107,73,36,67,42,96,63,516
1648640889482,50,106,75,33,66,41,93,59,511
1648640889490,50,102,78,34,69,42,88,60,519
1648640889497,53,109,75,31,70,39,99,64,519
1648640889505,53,104,74,34,66,37,97,56,518
1648640889513,55,108,79,38,66,42,100,64,512
1648640889520,56,107,75,33,67,38,97,57,517
1648640889529,61,106,77,33,69,42,97,57,514
1648640889538,43,110,88,28,74,40,101,59,519
1648640889546,66,98,87,27,73,46,91,67,510
1648640889554,51,115,75,34,80,30,112,57,526
1648640889562,56,102,88,32,64,48,94,59,517
1648640889576,54,101,76,35,68,35,102,62,518
1648640889584,52,105,76,34,65,40,91,61,510
1648640889592,51,106,77,33,71,38,95,60,517
1648640889600,54,104,79,32,68,37,95,60,517
1648640889607,50,102,75,33,66,34,97,61,520
1648640889617,57,107,75,35,67,39,91,57,514
1648640889626,56,103,74,34,68,46,98,62,516
1648640889634,50,105,76,40,70,39,94,58,520
1648640889643,53,108,76,41,64,39,95,59,515
1648640889653,54,107,75,32,67,36,94,55,511
1648640889661,52,104,81,33,66,42,95,57,517
1648640889669,51,104,78,38,69,47,99,59,515
1648640889681,57,105,75,31,66,38,96,60,517
1648640889689,50,108,79,36,69,39,97,61,516
1648640889697,53,112,77,32,67,40,93,59,514
1648640889705,52,107,73,34,68,41,118,62,512
1648640889714,59,101,78,39,68,42,98,59,517
1648640889722,48,106,74,39,69,42,91,58,514
1648640889731,48,108,75,35,64,41,98,65,519
1648640889739,48,109,74,36,70,40,101,63,512
1648640889746,48,105,73,36,69,38,98,58,516
1648640889754,55,105,75,36,63,37,97,57,514
1648640889763,48,106,77,35,69,43,94,58,522
1648640889773,52,108,76,34,67,40,93,59,517
1648640889783,48,102,75,33,61,44,92,61,513
1648640889790,54,103,76,37,69,40,95,56,513
1648640889798,50,106,79,34,64,42,99,57,510
1648640889807,51,103,78,35,71,43,94,62,518
1648640889815,53,106,80,36,69,45,92,60,520
1648640889823,50,104,78,38,67,42,96,61,521
1648640889831,56,113,78,34,67,40,94,57,508
1648640889838,55,102,76,36,69,42,100,59,515
1648640889846,50,107,75,35,66,40,99,57,516
1648640889854,50,102,81,39,69,49,98,64,522
1648640889862,45,104,77,40,71,42,92,61,515
1648640889870,56,113,67,40,67,42,96,58,513
1648640889878,52,104,75,33,71,42,87,62,516
1648640889887,55,106,75,35,65,41,96,55,513
1648640889895,51,107,75,35,67,43,97,62,515
1648640889903,57,105,80,35,65,43,98,65,518
1648640889911,50,107,77,36,73,34,100,63,517
1648640889918,54,107,78,36,69,36,94,58,517
1648640889926,52,107,75,35,70,39,93,58,513
1648640889934,44,109,76,32,65,38,99,59,511
1648640889943,56,111,73,39,63,39,96,61,516
1648640889952,60,106,75,32,69,37,97,59,508
1648640889960,52,103,72,32,67,40,97,57,516
1648640889968,50,110,75,35,66,42,99,61,514
1648640889977,52,102,76,37,66,37,95,60,519
1648640889985,54,108,79,37,65,42,96,60,513
1648640889993,50,105,72,37,70,39,98,58,514
1648640890001,51,98,75,36,66,41,99,57,515
1648640890010,56,107,79,37,68,43,96,61,516
1648640890018,52,105,76,34,68,42,96,57,512
1648640890025,52,108,76,37,69,38,99,61,516
1648640890033,50,107,79,39,74,40,99,54,523
1648640890043,54,107,77,33,70,44,100,60,519
1648640890050,53,109,76,36,69,41,97,57,516
1648640890058,48,106,75,32,66,40,94,56,515
1648640890067,55,108,74,34,66,41,93,57,516
1648640890075,52,107,75,37,67,46,102,61,517
1648640890084,52,100,75,34,66,41,90,59,516
1648640890091,58,104,78,33,68,38,97,60,459
1648640890101,54,92,73,37,66,39,95,59,510
1648640890109,47,105,75,33,66,40,96,58,511
1648640890118,54,105,76,35,68,36,98,63,520
1648640890127,58,104,76,31,67,39,92,58,511
1648640890134,51,106,75,35,69,40,98,64,514
1648640890142,51,102,76,35,67,33,97,60,515
1648640890151,53,103,76,31,65,42,93,58,514
1648640890159,55,107,72,40,72,43,95,62,518
1648640890167,48,106,77,30,66,40,95,57,515
1648640890175,52,108,76,33,63,42,100,65,516
1648640890183,50,105,75,31,67,43,99,58,513
1648640890190,50,106,76,34,68,44,94,61,519
1648640890198,51,108,73,31,62,38,97,58,517
1648640890206,48,107,76,35,64,40,95,55,517
1648640890215,57,107,76,35,68,42,98,61,515
1648640890223,52,108,75,33,66,39,95,64,519
1648640890231,50,104,74,32,64,40,98,58,515
1648640890238,50,107,76,34,68,38,94,55,512
1648640890246,57,107,76,35,69,38,96,61,517
1648640890254,56,107,80,37,70,40,95,57,510
1648640890262,56,106,77,39,66,39,96,58,513
1648640890270,47,106,79,36,67,40,97,57,519
1648640890277,51,101,75,37,68,37,102,56,511
1648640890285,55,104,71,32,63,45,99,55,514
1648640890294,54,109,72,39,69,38,94,65,517
1648640890302,51,105,73,35,70,41,99,58,524
1648640890310,47,102,76,32,68,42,95,56,512
1648640890317,53,104,78,36,69,42,95,61,519
1648640890326,55,104,74,36,65,40,96,58,515
1648640890334,54,107,77,37,69,42,100,59,514
1648640890342,53,106,74,33,67,37,97,62,519
1648640890350,48,106,77,36,75,41,96,62,523
1648640890359,51,106,76,37,68,39,97,60,518
1648640890368,50,105,76,32,71,41,97,63,519
1648640890376,52,110,74,34,70,43,94,58,512
1648640890384,54,106,78,36,65,41,99,58,516
1648640890394,52,107,73,33,66,39,96,58,513
1648640890402,59,109,77,35,68,44,96,64,520
1648640890409,49,106,77,37,67,40,95,60,516
1648640890417,52,110,80,37,70,39,98,63,511
1648640890426,59,108,76,34,67,38,99,62,513
1648640890434,47,107,74,32,70,41,95,55,509
1648640890442,51,107,76,37,69,38,97,59,513
1648640890449,53,110,80,32,73,39,98,59,517
1648640890457,52,103,77,38,66,43,95,63,515
1648640890467,52,107,76,39,70,36,93,60,518
1648640890474,55,110,80,36,69,43,102,63,516
1648640890482,49,107,74,36,68,40,97,61,520
